epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,370.395,1.00296,0.84989,0.98855,0.92146,1,0.995,0.61419,1.31573,0.78757,0.9756,0.00086225,0.00086225,0.00086225
49,378.333,0.94721,0.8432,1.00083,0.92406,1,0.995,0.68521,1.18811,0.76974,0.9387,0.000854,0.000854,0.000854
50,386.381,0.93049,0.83371,1.01233,0.9309,0.99568,0.995,0.72687,1.10016,0.76931,0.91941,0.00084575,0.00084575,0.00084575
51,394.778,0.97199,0.87592,1.02257,0.94204,0.99534,0.995,0.77147,0.92422,0.64987,0.89315,0.0008375,0.0008375,0.0008375
52,403.371,0.97018,0.79678,1.03934,0.95901,0.99094,0.995,0.71558,1.0849,0.64074,0.90863,0.00082925,0.00082925,0.00082925
53,411.594,0.99307,0.88062,1.05171,0.92381,0.93674,0.97281,0.68942,1.12492,0.70676,0.93067,0.000821,0.000821,0.000821
54,419.183,0.92574,0.83357,1.0058,0.96177,0.9317,0.995,0.72185,1.05693,0.68032,0.91336,0.00081275,0.00081275,0.00081275
55,426.706,0.96571,0.80958,1.02553,0.89405,0.99984,0.995,0.7039,1.11011,0.74296,0.93055,0.0008045,0.0008045,0.0008045
56,434.242,0.87655,0.72594,0.985,0.91792,0.99452,0.995,0.63963,1.25618,0.7143,0.96039,0.00079625,0.00079625,0.00079625
57,441.746,0.96682,0.83559,1.0087,0.94025,1,0.995,0.65619,1.28474,0.78414,0.95033,0.000788,0.000788,0.000788
58,449.356,0.91305,0.77401,1.03107,0.91228,1,0.99062,0.77863,0.88798,0.63114,0.88177,0.00077975,0.00077975,0.00077975
59,457.04,0.94277,0.77237,1.05205,0.94102,1,0.99062,0.70512,1.05298,0.64315,0.90409,0.0007715,0.0007715,0.0007715
60,464.695,0.95766,0.76221,0.99601,0.94823,1,0.995,0.74864,1.02461,0.60292,0.90228,0.00076325,0.00076325,0.00076325
61,472.124,0.90061,0.74135,0.98513,0.97362,1,0.995,0.72406,1.11694,0.62575,0.90537,0.000755,0.000755,0.000755
62,479.446,0.91463,0.77709,0.97747,0.95003,1,0.995,0.73329,1.088,0.65425,0.89586,0.00074675,0.00074675,0.00074675
63,486.705,0.88954,0.79541,0.98981,0.96104,0.99467,0.995,0.76998,0.90314,0.61037,0.88253,0.0007385,0.0007385,0.0007385
64,494.078,0.85369,0.73505,0.96237,0.95945,0.98535,0.995,0.74374,0.92859,0.62443,0.86907,0.00073025,0.00073025,0.00073025
65,501.708,0.88091,0.80682,0.98123,0.96284,0.95554,0.99062,0.7912,0.81973,0.63685,0.85804,0.000722,0.000722,0.000722
66,509.289,0.90056,0.72506,0.98731,0.93334,0.97375,0.99062,0.74562,1.00922,0.61263,0.89406,0.00071375,0.00071375,0.00071375
67,517.007,0.91722,0.72564,1.0034,0.92924,0.99957,0.995,0.78243,0.9499,0.61337,0.87527,0.0007055,0.0007055,0.0007055
68,524.59,0.86809,0.67784,0.99464,0.94845,0.99855,0.995,0.79485,0.90134,0.59395,0.87074,0.00069725,0.00069725,0.00069725
69,532.101,0.89619,0.70473,0.97487,0.9542,1,0.995,0.68876,1.25307,0.61904,0.9312,0.000689,0.000689,0.000689
70,539.476,0.86554,0.68661,0.98007,0.97087,0.99953,0.995,0.72867,1.05503,0.60279,0.90212,0.00068075,0.00068075,0.00068075
71,546.892,0.85155,0.73154,0.9737,0.97174,0.99455,0.995,0.77443,0.86157,0.63949,0.8711,0.0006725,0.0006725,0.0006725
72,554.366,0.84629,0.66495,0.95144,0.96419,0.96992,0.995,0.74217,1.05642,0.62941,0.89872,0.00066425,0.00066425,0.00066425
73,562.009,0.88566,0.69348,1.00362,0.98154,0.96264,0.995,0.69809,1.15452,0.59041,0.91144,0.000656,0.000656,0.000656
74,569.363,0.85735,0.67326,0.96591,0.97137,0.95699,0.995,0.74597,1.01583,0.577,0.88216,0.00064775,0.00064775,0.00064775
75,576.739,0.92706,0.68121,0.96909,0.93426,0.97149,0.995,0.76683,0.97983,0.60585,0.88593,0.0006395,0.0006395,0.0006395
76,583.996,0.91218,0.73898,0.99979,0.92854,0.97491,0.995,0.7708,0.94277,0.64419,0.8763,0.00063125,0.00063125,0.00063125
77,591.279,0.82553,0.71719,0.94369,0.94585,0.9793,0.995,0.73844,1.03192,0.62016,0.89199,0.000623,0.000623,0.000623
78,598.567,0.87554,0.70259,0.98815,0.95348,1,0.995,0.80075,0.86103,0.56915,0.87749,0.00061475,0.00061475,0.00061475
79,605.84,0.84306,0.67741,0.95857,0.95723,1,0.995,0.76868,0.94421,0.56057,0.88817,0.0006065,0.0006065,0.0006065
80,613.25,0.86359,0.66955,0.97547,0.94155,0.99408,0.995,0.68545,1.14812,0.62889,0.91966,0.00059825,0.00059825,0.00059825
81,620.745,0.9213,0.71546,1.00991,0.94233,0.95642,0.995,0.68308,1.10876,0.63696,0.91305,0.00059,0.00059,0.00059
82,628.269,0.85494,0.63826,0.958,0.95245,0.99286,0.995,0.63623,1.31223,0.63491,0.97647,0.00058175,0.00058175,0.00058175
83,635.771,0.84932,0.66556,0.98438,0.98107,0.99905,0.995,0.78884,0.83866,0.49905,0.86902,0.0005735,0.0005735,0.0005735
84,643.257,0.87472,0.70442,0.98679,0.95731,0.99508,0.995,0.76811,0.95317,0.51816,0.88478,0.00056525,0.00056525,0.00056525
85,650.663,0.90957,0.67593,0.98468,0.93125,0.99609,0.995,0.68908,1.20199,0.62012,0.91849,0.000557,0.000557,0.000557
86,658.093,0.81625,0.61267,0.95187,0.9694,1,0.995,0.71361,1.13199,0.61957,0.90406,0.00054875,0.00054875,0.00054875
87,665.984,0.88149,0.69219,0.99659,0.9334,1,0.995,0.77033,0.93394,0.57765,0.87561,0.0005405,0.0005405,0.0005405
88,673.505,0.84805,0.57249,0.99282,0.94848,1,0.995,0.6456,1.37211,0.63937,0.97254,0.00053225,0.00053225,0.00053225
89,680.932,0.84441,0.65239,0.98728,0.97418,1,0.995,0.7309,1.09827,0.54712,0.89414,0.000524,0.000524,0.000524
90,688.69,0.88283,0.6958,1.00815,0.9642,1,0.995,0.76557,0.87857,0.51035,0.86375,0.00051575,0.00051575,0.00051575
91,696.462,0.85217,0.60481,0.96602,0.957,0.98983,0.995,0.73016,1.05591,0.53067,0.8909,0.0005075,0.0005075,0.0005075
92,704.263,0.84827,0.65641,0.98192,0.91625,0.99222,0.995,0.69022,1.17729,0.57764,0.90888,0.00049925,0.00049925,0.00049925
93,711.942,0.82532,0.60716,0.9565,0.9476,0.94383,0.995,0.73093,1.03445,0.57843,0.88388,0.000491,0.000491,0.000491
94,719.584,0.80206,0.61436,0.97643,0.93582,0.98252,0.995,0.71604,1.091,0.55456,0.9017,0.00048275,0.00048275,0.00048275
95,727.204,0.87876,0.61335,0.97021,0.95583,1,0.995,0.69627,1.12838,0.55065,0.91972,0.0004745,0.0004745,0.0004745
96,734.713,0.81586,0.61629,0.93887,0.95688,1,0.995,0.71066,1.07553,0.52383,0.89885,0.00046625,0.00046625,0.00046625
97,742.334,0.79907,0.61858,0.9617,0.94664,1,0.995,0.74291,1.0137,0.50495,0.87944,0.000458,0.000458,0.000458
98,749.737,0.8254,0.63608,0.96504,0.8976,1,0.995,0.76999,0.90354,0.52169,0.8651,0.00044975,0.00044975,0.00044975
99,757.112,0.79999,0.58146,0.93546,0.93521,1,0.995,0.77493,0.93112,0.50118,0.86591,0.0004415,0.0004415,0.0004415
100,764.501,0.85255,0.65111,0.98097,0.97462,1,0.995,0.73265,1.06376,0.51183,0.88753,0.00043325,0.00043325,0.00043325
101,771.867,0.80794,0.63611,0.95235,0.98403,1,0.995,0.78286,0.91282,0.48179,0.86442,0.000425,0.000425,0.000425
102,779.23,0.80063,0.65591,0.95251,0.97715,0.9542,0.995,0.78848,0.84534,0.49601,0.85485,0.00041675,0.00041675,0.00041675
103,786.51,0.80749,0.63412,0.96639,0.94332,0.98911,0.995,0.79454,0.82174,0.48011,0.85357,0.0004085,0.0004085,0.0004085
104,793.835,0.80054,0.61237,0.96426,0.91754,0.98664,0.995,0.83078,0.74234,0.50355,0.84504,0.00040025,0.00040025,0.00040025
105,801.392,0.76966,0.58292,0.93821,0.96364,0.97175,0.995,0.83109,0.68866,0.46416,0.83239,0.000392,0.000392,0.000392
106,808.926,0.76992,0.54885,0.93318,0.96931,0.99294,0.995,0.80084,0.79695,0.46229,0.84462,0.00038375,0.00038375,0.00038375
107,816.492,0.81697,0.58913,0.97125,0.98553,0.99392,0.995,0.8077,0.79487,0.4714,0.84675,0.0003755,0.0003755,0.0003755
108,825.771,0.81599,0.62163,0.96684,0.94121,0.99386,0.995,0.74971,1.00333,0.54433,0.89194,0.00036725,0.00036725,0.00036725
109,836.55,0.84495,0.61363,0.9808,0.9178,0.99825,0.995,0.75516,0.99069,0.54998,0.89583,0.000359,0.000359,0.000359
110,847.582,0.80935,0.56639,0.96309,0.91442,0.99173,0.995,0.73823,1.05686,0.53001,0.88766,0.00035075,0.00035075,0.00035075
111,858.325,0.79092,0.57887,0.96472,0.92602,0.99195,0.995,0.74664,1.09367,0.50832,0.89262,0.0003425,0.0003425,0.0003425
112,869.295,0.76387,0.55525,0.96463,0.94961,0.9943,0.995,0.74793,1.06058,0.48546,0.89059,0.00033425,0.00033425,0.00033425
113,877.138,0.75086,0.55417,0.93829,0.97279,0.99774,0.995,0.83638,0.78851,0.43,0.84797,0.000326,0.000326,0.000326
114,884.743,0.78184,0.58009,0.94656,0.96782,0.99283,0.995,0.80707,0.87378,0.46256,0.85979,0.00031775,0.00031775,0.00031775
115,892.659,0.80537,0.58633,0.95408,0.98404,0.99982,0.995,0.78732,0.88585,0.47788,0.85816,0.0003095,0.0003095,0.0003095
116,900.208,0.72441,0.54928,0.96726,0.98352,0.99606,0.995,0.7471,1.08641,0.51943,0.89416,0.00030125,0.00030125,0.00030125
117,907.662,0.79071,0.57687,0.93485,0.98492,1,0.995,0.69013,1.20869,0.54358,0.9157,0.000293,0.000293,0.000293
118,914.999,0.75629,0.60435,0.94185,0.95536,1,0.995,0.76265,0.98096,0.47214,0.87409,0.00028475,0.00028475,0.00028475
119,922.463,0.74837,0.53056,0.94749,0.91814,1,0.995,0.8139,0.83342,0.45116,0.8524,0.0002765,0.0002765,0.0002765
120,929.959,0.75413,0.52784,0.94383,0.9282,1,0.995,0.78006,0.93312,0.4648,0.86043,0.00026825,0.00026825,0.00026825
121,937.375,0.80473,0.6062,0.96832,0.9379,1,0.995,0.75411,1.01189,0.46676,0.87251,0.00026,0.00026,0.00026
122,944.835,0.78168,0.53539,0.93894,0.94832,1,0.995,0.7544,0.99111,0.46959,0.86686,0.00025175,0.00025175,0.00025175
123,952.353,0.74469,0.52262,0.93781,0.95484,1,0.995,0.75436,0.94347,0.4726,0.85664,0.0002435,0.0002435,0.0002435
124,959.949,0.75888,0.553,0.95181,0.94702,0.99709,0.995,0.7555,1.0166,0.48661,0.86832,0.00023525,0.00023525,0.00023525
125,967.859,0.75781,0.50893,0.93619,0.94675,1,0.995,0.71026,1.13904,0.50551,0.88754,0.000227,0.000227,0.000227
126,975.582,0.74299,0.54074,0.9543,0.94346,1,0.995,0.75673,1.00791,0.49119,0.86814,0.00021875,0.00021875,0.00021875
127,982.955,0.74479,0.50542,0.93252,0.94294,1,0.995,0.85412,0.73305,0.43207,0.83803,0.0002105,0.0002105,0.0002105
128,990.49,0.78415,0.52809,0.96152,0.93368,1,0.995,0.85374,0.64941,0.43571,0.82785,0.00020225,0.00020225,0.00020225
129,997.979,0.75833,0.53647,0.95788,0.93703,1,0.995,0.82183,0.79585,0.45352,0.84688,0.000194,0.000194,0.000194
130,1005.71,0.72482,0.50919,0.92914,0.93606,1,0.995,0.7774,0.96178,0.47704,0.87076,0.00018575,0.00018575,0.00018575
131,1013.45,0.80103,0.56052,0.95634,0.93744,1,0.995,0.81047,0.84742,0.44294,0.85124,0.0001775,0.0001775,0.0001775
132,1021.3,0.75486,0.52665,0.95917,0.95423,1,0.995,0.82941,0.71686,0.41292,0.8361,0.00016925,0.00016925,0.00016925
133,1029.41,0.73652,0.55965,0.96394,0.96707,1,0.995,0.80977,0.76967,0.4027,0.83719,0.000161,0.000161,0.000161
134,1036.95,0.79367,0.51308,0.94157,0.96609,1,0.995,0.78398,0.87626,0.41677,0.85158,0.00015275,0.00015275,0.00015275
135,1044.32,0.77691,0.54417,0.95273,0.95637,1,0.995,0.7739,0.92892,0.43789,0.86026,0.0001445,0.0001445,0.0001445
136,1051.71,0.75149,0.59266,0.96747,0.95401,1,0.995,0.79118,0.90444,0.43225,0.85593,0.00013625,0.00013625,0.00013625
137,1059.08,0.73181,0.52862,0.93476,0.96176,1,0.995,0.80478,0.86866,0.41873,0.85074,0.000128,0.000128,0.000128
138,1066.59,0.70588,0.47137,0.95551,0.97567,1,0.995,0.79576,0.88839,0.42233,0.85394,0.00011975,0.00011975,0.00011975
139,1074.03,0.73538,0.55901,0.94479,0.9787,1,0.995,0.78892,0.91933,0.44138,0.85769,0.0001115,0.0001115,0.0001115
140,1081.57,0.7432,0.5152,0.94051,0.97568,1,0.995,0.79877,0.87732,0.43483,0.85115,0.00010325,0.00010325,0.00010325
141,1130.55,0.64216,0.38367,0.8843,0.96938,1,0.995,0.79864,0.87687,0.43419,0.84933,9.5e-05,9.5e-05,9.5e-05
142,1138.04,0.63461,0.36379,0.89641,0.96614,1,0.995,0.79613,0.86561,0.43473,0.84679,8.675e-05,8.675e-05,8.675e-05
143,1145.47,0.61228,0.37804,0.87906,0.96858,1,0.995,0.80002,0.80899,0.42872,0.83866,7.85e-05,7.85e-05,7.85e-05
144,1153,0.64293,0.36884,0.89936,0.97225,1,0.995,0.80408,0.80463,0.42192,0.83801,7.025e-05,7.025e-05,7.025e-05
145,1160.46,0.59124,0.36576,0.88117,0.9689,1,0.995,0.80792,0.81317,0.41917,0.83759,6.2e-05,6.2e-05,6.2e-05
146,1167.69,0.6406,0.38059,0.8866,0.96043,1,0.995,0.80785,0.82769,0.42003,0.83906,5.375e-05,5.375e-05,5.375e-05
147,1175.02,0.63721,0.35854,0.88885,0.95563,1,0.995,0.80522,0.85787,0.42469,0.84274,4.55e-05,4.55e-05,4.55e-05
148,1182.47,0.64458,0.36375,0.87805,0.95571,1,0.995,0.7892,0.86854,0.4257,0.8435,3.725e-05,3.725e-05,3.725e-05
149,1190.09,0.63199,0.36185,0.87704,0.95694,1,0.995,0.78904,0.86482,0.42388,0.84296,2.9e-05,2.9e-05,2.9e-05
150,1197.59,0.59862,0.34873,0.86356,0.95727,1,0.995,0.79576,0.85561,0.42479,0.84165,2.075e-05,2.075e-05,2.075e-05
